phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
H7_ORBITINFLAMCHRON	Chronic inflammatory disorders of orbit	VII Diseases of the eye and adnexa (H7_)	91	453930	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_ORBITINFLAMCHRON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_ORBITINFLAMCHRON.gz
H7_ORBITNAS	Other and unspecified disorders of orbit	VII Diseases of the eye and adnexa (H7_)	169	453930	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_ORBITNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_ORBITNAS.gz
H7_OTHENDOPHTHALMITIS	Other endophthalmitis	VII Diseases of the eye and adnexa (H7_)	175	478098	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHENDOPHTHALMITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHENDOPHTHALMITIS.gz
H7_OTHERCONJ	Other disorders of conjunctiva	VII Diseases of the eye and adnexa (H7_)	5450	454779	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHERCONJ.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHERCONJ.gz
H7_OTHIRISCILIARY	Other disorders of iris and ciliary body	VII Diseases of the eye and adnexa (H7_)	932	473095	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHIRISCILIARY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHIRISCILIARY.gz
H7_OTHRETARTOCC	Other retinal artery occlusion	VII Diseases of the eye and adnexa (H7_)	780	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHRETARTOCC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_OTHRETARTOCC.gz
H7_PAPILLOEDEMA	Papilloedema, unspecified	VII Diseases of the eye and adnexa (H7_)	793	496621	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PAPILLOEDEMA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PAPILLOEDEMA.gz
H7_PARASTRA3	Third [oculomotor] nerve palsy	VII Diseases of the eye and adnexa (H7_)	606	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRA3.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRA3.gz
H7_PARASTRA4	Fourth [trochlear] nerve palsy	VII Diseases of the eye and adnexa (H7_)	765	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRA4.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRA4.gz
H7_PARASTRA6	Sixth [abducent] nerve palsy	VII Diseases of the eye and adnexa (H7_)	1130	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRA6.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRA6.gz
H7_PARASTRAB	Paralytic strabismus	VII Diseases of the eye and adnexa (H7_)	2581	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRAB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRAB.gz
H7_PARASTRANAS	Other or unspecified paralytic strabismus	VII Diseases of the eye and adnexa (H7_)	244	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRANAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PARASTRANAS.gz
H7_PERIPHRETINADEGEN	Peripheral retinal degeneration	VII Diseases of the eye and adnexa (H7_)	1129	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PERIPHRETINADEGEN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PERIPHRETINADEGEN.gz
H7_POSTOPEYENAS	Other and unspecified postprocedural disorders of eye and adnexa	VII Diseases of the eye and adnexa (H7_)	60	500262	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_POSTOPEYENAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_POSTOPEYENAS.gz
H7_PRESBYOPIA	Presbyopia	VII Diseases of the eye and adnexa (H7_)	2305	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PRESBYOPIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PRESBYOPIA.gz
H7_PROLIFRETINOPATHOTH	Other proliferative retinopathy	VII Diseases of the eye and adnexa (H7_)	148	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PROLIFRETINOPATHOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PROLIFRETINOPATHOTH.gz
H7_PTERYGIUM	Pterygium	VII Diseases of the eye and adnexa (H7_)	968	454779	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PTERYGIUM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PTERYGIUM.gz
H7_PTOSIS	Ptosis of eyelid	VII Diseases of the eye and adnexa (H7_)	4013	453930	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PTOSIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PTOSIS.gz
H7_PURENDOPHTHALMITIS	Purulent endophthalmitis	VII Diseases of the eye and adnexa (H7_)	195	478098	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PURENDOPHTHALMITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_PURENDOPHTHALMITIS.gz
H7_REFRAACCOMMODIS	Disorders of refraction and accommodation	VII Diseases of the eye and adnexa (H7_)	12151	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_REFRAACCOMMODIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_REFRAACCOMMODIS.gz
H7_RETARTOCCTRANS	Transient retinal artery occlusion	VII Diseases of the eye and adnexa (H7_)	77	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETARTOCCTRANS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETARTOCCTRANS.gz
H7_RETINAHAEMORR	Retinal haemorrhage	VII Diseases of the eye and adnexa (H7_)	816	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINAHAEMORR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINAHAEMORR.gz
H7_RETINALBREAK	Retinal breaks without detachment	VII Diseases of the eye and adnexa (H7_)	6157	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALBREAK.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALBREAK.gz
H7_RETINALDETACH	Retinal detachments and breaks	VII Diseases of the eye and adnexa (H7_)	15490	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACH.gz
H7_RETINALDETACHBREAK	Retinal detachment with retinal break	VII Diseases of the eye and adnexa (H7_)	5041	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACHBREAK.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACHBREAK.gz
H7_RETINALDETACHOTH	Other, unspecified and serous retinal detachments	VII Diseases of the eye and adnexa (H7_)	1064	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACHOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACHOTH.gz
H7_RETINALDETACHTRACTION	Traction detachment of retina	VII Diseases of the eye and adnexa (H7_)	295	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACHTRACTION.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDETACHTRACTION.gz
H7_RETINALDISOTH	Other retinal disorders	VII Diseases of the eye and adnexa (H7_)	32428	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDISOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINALDISOTH.gz
H7_RETINANAS	Other specified and unspecified retinal disorders	VII Diseases of the eye and adnexa (H7_)	1200	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINANAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINANAS.gz
H7_RETINASEPAR	Separation of retinal layers (serosa)	VII Diseases of the eye and adnexa (H7_)	1477	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINASEPAR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINASEPAR.gz
H7_RETINAVASC	Retinal vascular disorders	VII Diseases of the eye and adnexa (H7_)	4691	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINAVASC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINAVASC.gz
H7_RETINOCHISISCYST	Retinoschisis and retinal cysts	VII Diseases of the eye and adnexa (H7_)	802	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINOCHISISCYST.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINOCHISISCYST.gz
H7_RETINODISINOTH	Other retinal disorders in diseases classified elsewhere	VII Diseases of the eye and adnexa (H7_)	68	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINODISINOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETINODISINOTH.gz
H7_RETIVASCOCCLUSION	Retinal vascular occlusion	VII Diseases of the eye and adnexa (H7_)	4560	455449	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETIVASCOCCLUSION.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETIVASCOCCLUSION.gz
H7_RETROBULBNEURINOTH	Retrobulbar neuritis in diseases classified elsewhere	VII Diseases of the eye and adnexa (H7_)	125	496621	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETROBULBNEURINOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_RETROBULBNEURINOTH.gz
H7_SCLERACORNEA	Disorders of sclera, cornea, iris and ciliary body	VII Diseases of the eye and adnexa (H7_)	27253	473095	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_SCLERACORNEA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_SCLERACORNEA.gz
H7_SCLERITIS	Scleritis	VII Diseases of the eye and adnexa (H7_)	441	473095	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_SCLERITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_SCLERITIS.gz
H7_SEVVISIMPBINOC	Severe visual impairment, binocular	VII Diseases of the eye and adnexa (H7_)	171	475933	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_SEVVISIMPBINOC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_SEVVISIMPBINOC.gz
H7_SEVVISIMPMONOC	Severe visual impairment, monocular	VII Diseases of the eye and adnexa (H7_)	293	475933	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_SEVVISIMPMONOC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_SEVVISIMPMONOC.gz
H7_STENOLACRI	Stenosis and insufficiency of lacrimal passages	VII Diseases of the eye and adnexa (H7_)	3633	453930	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_STENOLACRI.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_STENOLACRI.gz
H7_STRABMECH	Mechanical strabismus	VII Diseases of the eye and adnexa (H7_)	77	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_STRABMECH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_STRABMECH.gz
H7_STRABNAS	Other specified and unspecified strabismus	VII Diseases of the eye and adnexa (H7_)	407	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_STRABNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_STRABNAS.gz
H7_STRABOTH	Other strabismus	VII Diseases of the eye and adnexa (H7_)	10045	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_STRABOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_STRABOTH.gz
H7_VASCCILIARY	Hyphaema and other vascular disorders of iris and ciliary body	VII Diseases of the eye and adnexa (H7_)	665	473095	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VASCCILIARY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VASCCILIARY.gz
H7_VERTISTRAB	Vertical strabismus	VII Diseases of the eye and adnexa (H7_)	1223	476776	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VERTISTRAB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VERTISTRAB.gz
H7_VISDISTNAS	Other and unspecified visual disturbances	VII Diseases of the eye and adnexa (H7_)	3613	475933	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISDISTNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISDISTNAS.gz
H7_VISFIELDDEF	Visual field defects	VII Diseases of the eye and adnexa (H7_)	3228	475933	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISFIELDDEF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISFIELDDEF.gz
H7_VISIMPBILATERAL	Blindness or visual impairment, binocular	VII Diseases of the eye and adnexa (H7_)	157	475933	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISIMPBILATERAL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISIMPBILATERAL.gz
H7_VISUALPATHNAS	Disorder of visual pathways, unspecified	VII Diseases of the eye and adnexa (H7_)	60	496621	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISUALPATHNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISUALPATHNAS.gz
H7_VISUDISTURB	Visual disturbances	VII Diseases of the eye and adnexa (H7_)	22414	475933	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISUDISTURB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISUDISTURB.gz
H7_VISUDISTURBSUB	Subjective visual disturbances	VII Diseases of the eye and adnexa (H7_)	10482	475933	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISUDISTURBSUB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VISUDISTURBSUB.gz
H7_VITRBODYGLOBE	Disorders of vitreous body	VII Diseases of the eye and adnexa (H7_)	21499	478098	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITRBODYGLOBE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITRBODYGLOBE.gz
H7_VITRCRYSTAL	Crystalline deposits in vitreous body	VII Diseases of the eye and adnexa (H7_)	291	478098	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITRCRYSTAL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITRCRYSTAL.gz
H7_VITROPACIT	Other vitreous opacities	VII Diseases of the eye and adnexa (H7_)	1356	478098	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITROPACIT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITROPACIT.gz
H7_VITROTH	Other and unspecified disorders of vitreous body	VII Diseases of the eye and adnexa (H7_)	17224	478098	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITROTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITROTH.gz
H7_VITRPROLAPSE	Vitreous prolapse	VII Diseases of the eye and adnexa (H7_)	86	478098	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITRPROLAPSE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_VITRPROLAPSE.gz
H7_XANTHELASMA	Xanthelasma of eyelid	VII Diseases of the eye and adnexa (H7_)	305	453930	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H7_XANTHELASMA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H7_XANTHELASMA.gz
H8_ABNAUDPER	Other abnormal auditory perceptions	VIII Diseases of the ear and mastoid process (H8_)	380	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_ABNAUDPER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_ABNAUDPER.gz
H8_BPV	Benign paroxysmal vertigo	VIII Diseases of the ear and mastoid process (H8_)	12006	474839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_BPV.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_BPV.gz
H8_CERUMEN	Impacted cerumen	VIII Diseases of the ear and mastoid process (H8_)	3609	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_CERUMEN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_CERUMEN.gz
H8_CHOLEASTOMA	Cholesteatoma of middle ear	VIII Diseases of the ear and mastoid process (H8_)	1916	465154	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_CHOLEASTOMA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_CHOLEASTOMA.gz
H8_CHRON_SUPOTITIS	Chronic suppurative otitis media	VIII Diseases of the ear and mastoid process (H8_)	2748	465154	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_CHRON_SUPOTITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_CHRON_SUPOTITIS.gz
H8_DISCON	Discontinuity and dislocation of ear ossicles	VIII Diseases of the ear and mastoid process (H8_)	180	465154	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_DISCON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_DISCON.gz
H8_EARNAS	Other specified/unspecified disorders of ear	VIII Diseases of the ear and mastoid process (H8_)	97	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EARNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EARNAS.gz
H8_EUSTNAS	Other disorders of Eustachian tube	VIII Diseases of the ear and mastoid process (H8_)	1029	465154	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EUSTNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EUSTNAS.gz
H8_EUSTSALP	Eustachian salpingitis and obstruction	VIII Diseases of the ear and mastoid process (H8_)	3346	465154	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EUSTSALP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EUSTSALP.gz
H8_EXTDISINOTH	Disorder of external ear, unspecified	VIII Diseases of the ear and mastoid process (H8_)	1118	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXTDISINOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXTDISINOTH.gz
H8_EXTDISNAS	Other specified disorders of external ear	VIII Diseases of the ear and mastoid process (H8_)	1260	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXTDISNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXTDISNAS.gz
H8_EXTERNAL	Diseases of external ear	VIII Diseases of the ear and mastoid process (H8_)	15056	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXTERNAL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXTERNAL.gz
H8_EXTOTITIS	Otitis externa	VIII Diseases of the ear and mastoid process (H8_)	9471	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXTOTITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXTOTITIS.gz
H8_EXT_ABSC	Abscess of external ear	VIII Diseases of the ear and mastoid process (H8_)	501	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_ABSC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_ABSC.gz
H8_EXT_CELLUL	Cellulitis of external ear	VIII Diseases of the ear and mastoid process (H8_)	416	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_CELLUL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_CELLUL.gz
H8_EXT_CHOL	Cholesteatoma of external ear	VIII Diseases of the ear and mastoid process (H8_)	234	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_CHOL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_CHOL.gz
H8_EXT_INFNAS	Other infective otitis externa	VIII Diseases of the ear and mastoid process (H8_)	2237	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_INFNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_INFNAS.gz
H8_EXT_MALIGN	Malignant otitis externa	VIII Diseases of the ear and mastoid process (H8_)	57	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_MALIGN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_MALIGN.gz
H8_EXT_NAS	Otitis externa, unspecified	VIII Diseases of the ear and mastoid process (H8_)	4338	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_NAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_NAS.gz
H8_EXT_NONINF	Acute otitis externa, noninfective	VIII Diseases of the ear and mastoid process (H8_)	577	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_NONINF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_NONINF.gz
H8_EXT_OTH	Other otitis externa (chronic)	VIII Diseases of the ear and mastoid process (H8_)	2400	485292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_OTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_EXT_OTH.gz
H8_HL_CON_NAS	Conductive hearing loss, unspecified	VIII Diseases of the ear and mastoid process (H8_)	3255	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_CON_NAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_CON_NAS.gz
H8_HL_DEAFMUT	Deaf mutism, not elsewhere classified	VIII Diseases of the ear and mastoid process (H8_)	183	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_DEAFMUT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_DEAFMUT.gz
H8_HL_IDIOP	Sudden idiopathic hearing loss	VIII Diseases of the ear and mastoid process (H8_)	3861	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_IDIOP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_IDIOP.gz
H8_HL_MIX_NAS	Mixed conductive and sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	4810	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_MIX_NAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_MIX_NAS.gz
H8_HL_NAS	Other specified/unspecified hearing loss	VIII Diseases of the ear and mastoid process (H8_)	3150	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_NAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_NAS.gz
H8_HL_OTOTOX	Ototoxic hearing loss	VIII Diseases of the ear and mastoid process (H8_)	65	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_OTOTOX.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_OTOTOX.gz
H8_HL_PRESBY	Presbycusis	VIII Diseases of the ear and mastoid process (H8_)	5817	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_PRESBY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_PRESBY.gz
H8_HL_SEN_NAS	Sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	44745	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_SEN_NAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_HL_SEN_NAS.gz
H8_INNERNAS	Other specified/unspecified diseases of inner ear	VIII Diseases of the ear and mastoid process (H8_)	169	474839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_INNERNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_INNERNAS.gz
H8_LABYRFISTU	Labyrinthine fistula	VIII Diseases of the ear and mastoid process (H8_)	103	474839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_LABYRFISTU.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_LABYRFISTU.gz
H8_LABYRINTHITIS	Labyrinthitis	VIII Diseases of the ear and mastoid process (H8_)	109	474839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_LABYRINTHITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_LABYRINTHITIS.gz
H8_MASTACU	Acute mastoiditis	VIII Diseases of the ear and mastoid process (H8_)	320	465154	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_MASTACU.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_MASTACU.gz
H8_MASTCHRON	Chronic mastoiditis	VIII Diseases of the ear and mastoid process (H8_)	936	465154	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_MASTCHRON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_MASTCHRON.gz
H8_MASTNAS	Other/unspecified mastoiditis and related conditions	VIII Diseases of the ear and mastoid process (H8_)	163	465154	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_MASTNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_MASTNAS.gz
