phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
D3_HAEMORRHAGCIRGUANTICO	Haemorrhagic disorder due to circulating anticoagulants	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	389	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HAEMORRHAGCIRGUANTICO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HAEMORRHAGCIRGUANTICO.gz
D3_HAEMORRHAGICNAS	Other and unspecified haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	553	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HAEMORRHAGICNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HAEMORRHAGICNAS.gz
D3_HEREDFVIIIDEF	Hereditary factor VIII deficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	95	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HEREDFVIIIDEF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HEREDFVIIIDEF.gz
D3_HEREDHYPOGAMMA	Hereditary hypogammaglobulinemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	126	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HEREDHYPOGAMMA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HEREDHYPOGAMMA.gz
D3_HEREDOTHCLOFACTORS	Hereditary deficiency of other clotting factors	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	310	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HEREDOTHCLOFACTORS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HEREDOTHCLOFACTORS.gz
D3_HYPERSPLENISM	Hypersplenism	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	142	491224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HYPERSPLENISM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HYPERSPLENISM.gz
D3_IMMUDEF	Immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1747	498601	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEF.gz
D3_IMMUDEFANTIBODY	Immunodeficiency with predominantly antibody defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	919	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFANTIBODY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFANTIBODY.gz
D3_IMMUDEFANTIBODYNAS	Other and unspecified immunodeficiencies with predominantly antibody defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	425	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFANTIBODYNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFANTIBODYNAS.gz
D3_IMMUDEFNAS	Other or unspecified immunodeficiency	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	126	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFNAS.gz
D3_IMMUDEFOTHER	Other immunodeficiencies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	381	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFOTHER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFOTHER.gz
D3_IMMUDEFWITHMAJORDEF	Immunodeficiency associated with other major defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	88	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFWITHMAJORDEF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFWITHMAJORDEF.gz
D3_IMMUNEMECHANISM	Certain disorders involving the immune mechanism	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	8037	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUNEMECHANISM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUNEMECHANISM.gz
D3_INFARCTSPLEEN	Infarction of spleen	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	186	491224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_INFARCTSPLEEN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_INFARCTSPLEEN.gz
D3_ITP	Idiopathic thrombocytopenic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1064	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ITP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ITP.gz
D3_KELA_IMMUDEF	Kela reimbursement Agammaglobulinemia (D80-84)	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	287	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_KELA_IMMUDEF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_KELA_IMMUDEF.gz
D3_NEFELOF	Nezelof syndrome	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	149	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_NEFELOF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_NEFELOF.gz
D3_NOCT_HAEMOGLOBINURIA	Other nonautoimmune haemolytic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	55	499230	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_NOCT_HAEMOGLOBINURIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_NOCT_HAEMOGLOBINURIA.gz
D3_NONAIHA_OTHER	Haemolytic-uraemic syndrome	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	84	499230	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_NONAIHA_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_NONAIHA_OTHER.gz
D3_NONHEREDHYPOGAMMA	Nonhereditary hypogammaglobulinemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	364	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_NONHEREDHYPOGAMMA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_NONHEREDHYPOGAMMA.gz
D3_NUTRIANAEMIAOTHER	Other nutritional anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	360	477015	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_NUTRIANAEMIAOTHER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_NUTRIANAEMIAOTHER.gz
D3_OTHDISLYMPHORETANDRETICULOHIST	Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	114	491224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHDISLYMPHORETANDRETICULOHIST.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHDISLYMPHORETANDRETICULOHIST.gz
D3_OTHERAPLASTICANAEMIA	Other and unspecified aplastic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	374	479581	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHERAPLASTICANAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHERAPLASTICANAEMIA.gz
D3_OTHERBLOOD	Other diseases of blood and blood-forming organs	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2517	491224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHERBLOOD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHERBLOOD.gz
D3_OTHERWHITECELL	Other disorders of white blood cells	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1966	491224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHERWHITECELL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHERWHITECELL.gz
D3_OTHHAEMOGLOPAT	Other haemoglobinopathies	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	57	499230	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHHAEMOGLOPAT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHHAEMOGLOPAT.gz
D3_OTHNONTHROMBOCYTOPENPURPURA	Other nonthrombocytopenic purpura	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	298	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHNONTHROMBOCYTOPENPURPURA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHNONTHROMBOCYTOPENPURPURA.gz
D3_OTHPRIMTHROMBOCYTOPENIA	Other primary thrombocytopenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	129	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHPRIMTHROMBOCYTOPENIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHPRIMTHROMBOCYTOPENIA.gz
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	Purpura and other haemorrhagic conditions	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	5340	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.gz
D3_QUALIPATELETDEF	Qualitative platelet defects	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	131	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_QUALIPATELETDEF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_QUALIPATELETDEF.gz
D3_SARCOIDOSIS	Sarcoidosis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	5411	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SARCOIDOSIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SARCOIDOSIS.gz
D3_SCIDA	Severe combined immunodeficiency [SCID] with reticular dysgenesis	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	104	492311	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SCIDA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SCIDA.gz
D3_SCNDPOLYCYTHAEMIA	Secondary polycythaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	809	491224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SCNDPOLYCYTHAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SCNDPOLYCYTHAEMIA.gz
D3_SCNDTHROMBOCYTOPENIA	Secondary thrombocytopenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	405	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SCNDTHROMBOCYTOPENIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SCNDTHROMBOCYTOPENIA.gz
D3_SICKLECELLDIS	Sickle-cell disorders	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	72	499230	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SICKLECELLDIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SICKLECELLDIS.gz
D3_SIDEROANAEMIAHERED	Hereditary sideroblastic anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	132	479581	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SIDEROANAEMIAHERED.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SIDEROANAEMIAHERED.gz
D3_SIDEROANAMIEAOTHER	Other sideroblastic anaemias	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	132	479581	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SIDEROANAMIEAOTHER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SIDEROANAMIEAOTHER.gz
D3_SIDEROANASCND	Secondary sideroblastic anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	101	479581	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SIDEROANASCND.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SIDEROANASCND.gz
D3_SPLEENDISEASE	Diseases of spleen	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	580	491224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SPLEENDISEASE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SPLEENDISEASE.gz
D3_SPLEENNAS	Other and unspecified diseases of spleen	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	136	491224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SPLEENNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SPLEENNAS.gz
D3_THROMBOCYTOPENIANAS	Thrombocytopenia, unspecified	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2567	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_THROMBOCYTOPENIANAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_THROMBOCYTOPENIANAS.gz
D3_VONVILLEBRAND	Von Willebrand disease	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	473	492275	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_VONVILLEBRAND.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_VONVILLEBRAND.gz
D3_WHITEBLOODCELLNAS	Other and unspecified disorders of white blood cells	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1414	491224	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_D3_WHITEBLOODCELLNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_WHITEBLOODCELLNAS.gz
DERMATOPOLY_FG	Dermatopolymyositis (FG)	Rheuma endpoints	500	374317	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DERMATOPOLY_FG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DERMATOPOLY_FG.gz
DM_MACULOPATHY	Diabetic maculopathy	Diabetes endpoints	4603	82287	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DM_MACULOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DM_MACULOPATHY.gz
DM_NEOVASCULAR_GLAUCOMA	Neovascular glaucoma	Diabetes endpoints	1494	485314	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DM_NEOVASCULAR_GLAUCOMA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DM_NEOVASCULAR_GLAUCOMA.gz
DM_NEPHROPATHY	Diabetic nephropathy	Diabetes endpoints	5579	90951	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DM_NEPHROPATHY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DM_NEPHROPATHY.gz
DM_NEPHROPATHY_EXMORE	Diabetic nephropathy (more control exclusions)	Diabetes endpoints	5579	59084	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DM_NEPHROPATHY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DM_NEPHROPATHY_EXMORE.gz
DM_NEUROPATHY	Diabetic neuropathy	Diabetes endpoints	3862	92612	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DM_NEUROPATHY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DM_NEUROPATHY.gz
DM_RETINOPATHY	Diabetic retinopathy	Diabetes endpoints	14142	82287	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DM_RETINOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DM_RETINOPATHY.gz
DM_RETINOPATHY_EXMORE	Diabetic retinopathy (more control exclusions)	Diabetes endpoints	14142	59084	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DM_RETINOPATHY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DM_RETINOPATHY_EXMORE.gz
DM_RETINOPATHY_STRICT	Diabetic retinopathy, strict definition	Diabetes endpoints	6833	82271	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DM_RETINOPATHY_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DM_RETINOPATHY_STRICT.gz
DRUGADVERS_ACUTE_PANCREATIT	Drug-induced acute pancreatitis	XI Diseases of the digestive system (K11_)	53	500295	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_ACUTE_PANCREATIT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_ACUTE_PANCREATIT.gz
DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY	Drug-induced adrenocortical insufficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	581	499767	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY.gz
DRUGADVERS_APLAST_ANAEM	Drug-induced aplastic anaemia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	51	500297	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_APLAST_ANAEM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_APLAST_ANAEM.gz
DRUGADVERS_CATAR	Drug-induced cataract	VII Diseases of the eye and adnexa (H7_)	802	499546	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_CATAR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_CATAR.gz
DRUGADVERS_DYSTON	Drug-induced dystonia	VI Diseases of the nervous system (G6_)	106	500242	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_DYSTON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_DYSTON.gz
DRUGADVERS_GOUT	Drug-induced gout	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	154	500194	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_GOUT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_GOUT.gz
DRUGADVERS_HEADA_NOT_ELSEW_CLASSIFIED	Drug-induced headache, not elsewhere classified	VI Diseases of the nervous system (G6_)	186	500162	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_HEADA_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_HEADA_NOT_ELSEW_CLASSIFIED.gz
DRUGADVERS_INTERSTITIAL_LUNG_DISORD_UNSPE	Drug-induced interstitial lung disorders, unspecified	X Diseases of the respiratory system (J10_)	58	500290	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_INTERSTITIAL_LUNG_DISORD_UNSPE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_INTERSTITIAL_LUNG_DISORD_UNSPE.gz
DRUGADVERS_NEUTROPENIA	Drug-induced neutropenia	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2547	497801	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_NEUTROPENIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_NEUTROPENIA.gz
DRUGADVERS_OSTEOPO	Drug-induced osteoporosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	389	499959	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_OSTEOPO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_OSTEOPO.gz
DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT	Drug-induced systemic lupus erythematosus	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	234	500114	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT.gz
DRUGADVERS_TREMOR	Drug-induced tremor	VI Diseases of the nervous system (G6_)	202	500146	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_TREMOR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_TREMOR.gz
DRY_AMD	Dry age-related macular degeneration (includes geographic atrophy)	VII Diseases of the eye and adnexa (H7_)	8570	329258	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DRY_AMD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRY_AMD.gz
DUODENAL_ULCER_ACUTE_W_HAEMORRHAGE	Duodenal ulcer - Acute with haemorrhage, drug-induced	XI Diseases of the digestive system (K11_)	57	500291	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DUODENAL_ULCER_ACUTE_W_HAEMORRHAGE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DUODENAL_ULCER_ACUTE_W_HAEMORRHAGE.gz
DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION	Duodenal ulcer - Unspecified as acute or chronic, without haemorrhage or perforation, drug-induced	XI Diseases of the digestive system (K11_)	132	500216	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION.gz
E4_ACIDOSIS	Acidosis	IV Endocrine, nutritional and metabolic diseases (E4_)	670	420066	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ACIDOSIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ACIDOSIS.gz
E4_ACROMEG	Acromegaly and pituitary gigantism	IV Endocrine, nutritional and metabolic diseases (E4_)	235	479069	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ACROMEG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ACROMEG.gz
E4_ADDISON	Adrenocortical insufficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	1267	479069	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADDISON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADDISON.gz
E4_ADREACT	Other adrenocortical overactivity	IV Endocrine, nutritional and metabolic diseases (E4_)	207	479069	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADREACT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADREACT.gz
E4_ADREMEDHYPER	Adrenomedullary hyperfunction	IV Endocrine, nutritional and metabolic diseases (E4_)	100	479069	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADREMEDHYPER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADREMEDHYPER.gz
E4_ADRENAS	Disorders of adrenal gland, other and/or unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	167	479069	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADRENAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADRENAS.gz
E4_ADRENOGEN	Adrenogenital disorders	IV Endocrine, nutritional and metabolic diseases (E4_)	154	479069	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADRENOGEN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADRENOGEN.gz
E4_ALKALOSIS	Alkalosis	IV Endocrine, nutritional and metabolic diseases (E4_)	79	420066	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ALKALOSIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ALKALOSIS.gz
E4_AMINO	Other disorders of amino-acid metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	163	420066	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_AMINO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_AMINO.gz
E4_AMINOTRANSPORT	Disorders of amino-acid transport	IV Endocrine, nutritional and metabolic diseases (E4_)	59	420066	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_AMINOTRANSPORT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_AMINOTRANSPORT.gz
E4_AMYLNAS	Amyloidosis, other/unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	573	420066	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_AMYLNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_AMYLNAS.gz
E4_AMYL_ORGAN	Organ-limited amyloidosis	IV Endocrine, nutritional and metabolic diseases (E4_)	133	420066	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_E4_AMYL_ORGAN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_AMYL_ORGAN.gz
